Codigo;Descricao;Categoria;Armazem;Mes;Pedido;Vendedor;Unidades;Valor
GT3-25KQL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-25KQL1 AFCI;Inversor;MANAUS;May;;;1;8771.999225
GT3-75KL11R11002;INVERSOR ON-GRID TRIFASICO 75KW 220V 6 MPPT AFCI - GT3-75KL11-2;Inversor;MANAUS;April;;;1;21638.3978
GT3-15KTL1R11002;INVERSOR ON-GRID TRIFASICO GT3-15KTL1R11002 15kW;Inversor;MANAUS;January;LIVPBRA1901181;Wilton moura;2;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;January;LIVPPAL2101479;Wilton moura;1;0
GT3-30KQL1R11002;INVERSOR ON-GRID TRIFASICO GT3-30KQL1R11002 30kW;Inversor;MANAUS;January;LIVPPAL2101479;Wilton moura;1;0
GT3-60KQ1R11002;INVERSOR ON-GRID TRIFASICO 60KW 380V 4 MPPT GT3-60KQ1R11002;Inversor;MANAUS;January;LIVPTEI2801843;Wilton moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;January;LIVPPAL2801686;Wilton moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;February;LIVPPAL0302248;Wilton Moura;1;0
GT3-15KTL1R11002;INVERSOR ON-GRID TRIFASICO GT3-15KTL1R11002 15kW;Inversor;MANAUS;February;LIVPTEI2302052;Wilton Moura;2;0
GT3-20KTL1R11002;INVERSOR ON-GRID TRIFASICO GT3-20KTL1R11002 20kW;Inversor;MANAUS;February;LIVPTEI2302052;Wilton Moura;2;0
GT3-25KQL1R11002;INVERSOR ON-GRID TRIFASICO GT3-25KQL1R11002 25kW;Inversor;MANAUS;February;LIVPTEI2302052;Wilton Moura;2;0
GT3-30KQL1R11002;INVERSOR ON-GRID TRIFASICO GT3-30KQL1R11002 30kW;Inversor;MANAUS;February;LIVPTEI2302052;Wilton Moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;March;LIVPL.C0701141;Wilton Moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;March;LIVPPAL0701167;Wilton Moura;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;March;LIVPPAL0701148;Wilton Moura;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;March;LIVPFRA0701149;Wilton Moura;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;March;LIVPJOS0701175;Wilton Moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;March;LIVPFRI0701176;Wilton Moura;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;April;LIVPOLI1004219;Wilton Moura;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;April;LIVPBSF0701234;Wilton Moura;2;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;April;LIVPFRI0701261;Wilton Moura;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;May;LIVPPAL0701340;WILTON MOURA;1;0
GT1-10KT2R11004;INVERSOR ON-GRID MONOFASICO 10KW 220V 3MPPT GT1-10KT2R11004;Inversor;MANAUS;May;LIVPPAL0701335;WILTON MOURA;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;May;LIVPPAL0701321;WILTON MOURA;1;0
GT1-7K5T2R11002;INVERSOR ON-GRID MONOFASICO 7,5KW 220V 3MPPT GT1-7K5T2R11002;Inversor;MANAUS;June;LIVPAL626134;;1;0
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;MANAUS;January;LIVPBRA2301403;Wilton moura;2;0
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;CURITIBA;January;;;145;233419.35105
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;CURITIBA;February;;;98;134610.0881
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;CURITIBA;March;;;33;69700.00805
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;CURITIBA;April;;;172;283788.3892
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;CURITIBA;May;;;181;265397.627726366
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;FORTALEZA;February;;;10;7745.25
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;FORTALEZA;May;;;76;120000.002476756
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;FORTALEZA;June;;;85;144974.21
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;FORTALEZA;July;;;125;0
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;FORTALEZA;August;;;5;8999.9955
A0070230E11R11302;CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO;Carregador;MANAUS;June;;;50;12000
9159510000;CARREGADOR VE LIVOLTEK CA ACE 7,3KW 220VAC CABO 5M BLUETOOTH WI-FI(FC41D) ETHERNET CABO TIPO 2;Carregador;MANAUS;August;;;336;436800
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;January;;;66;163900.2549
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;February;;;2;8199.9932
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;March;;;18;67575.7089998902
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;April;;;62;150600.24505
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;May;;;64;145735.677000768
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;CURITIBA;July;;;4;0
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;FORTALEZA;January;;;1;4899.997275
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;FORTALEZA;April;;;1;3000.005275
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;FORTALEZA;June;;;2;5093.24
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;FORTALEZA;July;;;3;0
A0220400E11R11004;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI (FC41D) | BOTAO DE EMERGE;Carregador;FORTALEZA;August;;;3;10899.9981
A0220400E11R11005;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M| 1XTIPO 2 | BT | WI-FI (FC41D) | RFID | BOTAO DE;Carregador;CURITIBA;May;;;18;25200.0048006585
A0220400E11R11005;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M| 1XTIPO 2 | BT | WI-FI (FC41D) | RFID | BOTAO DE;Carregador;CURITIBA;July;;;29;0
A0220400E11R11005;CARREGADOR VEICULAR | LIVOLTEK | CA 22KW | ATOM | 400V | 32A | CABO 5M| 1XTIPO 2 | BT | WI-FI (FC41D) | RFID | BOTAO DE;Carregador;CURITIBA;August;;;31;45500.00565
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;February;;;1;68000.0025
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;March;;;6;421781.004225
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;April;;;10;692461.972875
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;May;;;10;783017.136875
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;June;;;10;724633.24
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;July;;;12;0
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;CURITIBA;August;;;10;664013.994
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;FORTALEZA;April;;;2;146199.9944
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;FORTALEZA;June;;;0;264.53
M1201000E2EYR11001;CARREGADOR VEICULAR | LIVOLTEK | CC 120KW | MF | 250A | 2XCCS2 | GESTAO DE CABOS | MCCB/RCD;Carregador;FORTALEZA;August;;;1;88999.995
9121500036;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;Carregador;CURITIBA;February;;;1;2200.00245
9121500036;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;Carregador;CURITIBA;May;;;12;9599.973899787
9121500036;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;Carregador;CURITIBA;July;;;20;0
9121500036;COLUNA DE FIXACAO, DE ACO, PARA MONTAGEM DE ESTRUTURA FIXA DE CARREGADOR VEICULAR;Carregador;FORTALEZA;August;;;17;6303.7776
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;CURITIBA;January;;;3;98300.002
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;CURITIBA;March;;;15;498857.134175
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;CURITIBA;April;;;17;516700.003825
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;CURITIBA;May;;;2;63092.849525
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;CURITIBA;August;;;6;152030.004
D0300380E1EYW11001;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;Carregador;FORTALEZA;August;;;1;26850.0015
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;February;;;1;22515.003975
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;March;;;6;159030.01085
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;April;;;1;22515.003975
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;May;;;9;262530.01175
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;June;;;5;125767.66
C03010E1EAFDR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A;  RFID; ETHERNET; 4G; CABO 1XCCS2";Carregador;CURITIBA;July;;;7;0
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;January;;;1;50530.996225
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;March;;;1;67000
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;April;;;1;50000.003775
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;May;;;7;322873.989725
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;July;;;4;0
C06010E2EAFGR11003;"CARREGADOR VE LIVOLTEK CC MOTION COMPACT 60 KW; 400VAC;CABO 5M; 200 A;  RFID; ETHERNET; 4G; CABO 2XCCS2";Carregador;CURITIBA;August;;;12;608218.317
M18010E2EYFIR11003;"CARREGADOR VE LIVOLTEK CC MOTION FAST 180 KW; 400VAC;CABO 5M COM SISTEMA RETRATIL; 250 A; RFID; ETHERNET; 4G; CABO 2XCCS";Carregador;CURITIBA;May;;;4;822548.454
M18010E2EYFIR11003;"CARREGADOR VE LIVOLTEK CC MOTION FAST 180 KW; 400VAC;CABO 5M COM SISTEMA RETRATIL; 250 A; RFID; ETHERNET; 4G; CABO 2XCCS";Carregador;CURITIBA;June;;;16;3133517.92
M0601000E2EYR11001;CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;Carregador;CURITIBA;January;;;3;190530.9985
M0601000E2EYR11001;CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;Carregador;CURITIBA;February;;;6;376749.996
M0601000E2EYR11001;CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;Carregador;CURITIBA;March;;;3;187000.0125
M0601000E2EYR11001;CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;Carregador;CURITIBA;May;;;1;65642.85
M0601000E2EYR11001;CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;Carregador;FORTALEZA;January;;;6;283600.044
A0070230E11R11305;CARREGADOR VEICULAR  LIVOLTEK  CA 7.3KW  ATOM  230V  32A  CABO 5M  1XTIPO 2  BT  WI-FI (FC41D)  BOTAO DE EMERG;Carregador;FORTALEZA;August;;;14;27132.0039
A0220400E11R11002;CARREGADOR VEICULAR  LIVOLTEK  CA 22KW  ATOM  400V  32A  CABO 5M  1XTIPO 2  BT  WI-FI  ETH  HARDWARE A21  BO;Carregador;CURITIBA;February;;;1;3200.0027
A0220400E11R11002;CARREGADOR VEICULAR  LIVOLTEK  CA 22KW  ATOM  400V  32A  CABO 5M  1XTIPO 2  BT  WI-FI  ETH  HARDWARE A21  BO;Carregador;CURITIBA;May;;;5;15000.004425
A0220400E11R11002;CARREGADOR VEICULAR  LIVOLTEK  CA 22KW  ATOM  400V  32A  CABO 5M  1XTIPO 2  BT  WI-FI  ETH  HARDWARE A21  BO;Carregador;CURITIBA;July;;;2;0
9121520028;ACESSORIO CARREGADOR VEICULAR  CC  MC  PEDESTAL BR  ACO  P ELETROSTATICA  PARABOLTS  LIVOLTEK 40/60KW;Carregador;CURITIBA;August;;;6;15599.997
9121520027;ACESSORIO CARREGADOR VEICULAR  CC  MC  PEDESTAL BR  ACO  P ELETROSTATICA  PARABOLTS  LIVOLTEK  30KW;Carregador;CURITIBA;June;;;1;3047.62
9121520027;ACESSORIO CARREGADOR VEICULAR  CC  MC  PEDESTAL BR  ACO  P ELETROSTATICA  PARABOLTS  LIVOLTEK  30KW;Carregador;CURITIBA;July;;;2;0
9121520027;ACESSORIO CARREGADOR VEICULAR  CC  MC  PEDESTAL BR  ACO  P ELETROSTATICA  PARABOLTS  LIVOLTEK  30KW;Carregador;CURITIBA;August;;;1;1999.998
M16010E2GYGHR11001;CARREGADOR VEICULAR CC 160KW MSF 300A 2XGB/T RFID ETH 4G LIVOLTEK;Carregador;CURITIBA;June;;;1;85714.29
9140271053;KIT FOTOVOLTAICO 13,3KWP;Kit Solar;FORTALEZA;January;2025030/2025;-;1;11428.56
9140271054;KIT FOTOVOLTAICO 51,6KWP;Kit Solar;FORTALEZA;January;2025030/2025;-;1;45420.9
9140271058;KIT FOTOVOLTAICO 26,6KWP;Kit Solar;FORTALEZA;January;2025030/2025;-;1;26033.32
9140271269;KIT FOTOVOLTAICO 24,4KWP-2;Kit Solar;FORTALEZA;January;2025030/2025;-;1;22989.37
9140271270;KIT FOTOVOLTAICO 24,4KWP-3;Kit Solar;FORTALEZA;January;2025030/2025;-;1;25702.15
9140274549;KIT FOTOVOLTAICO 3,168MWP;Kit Solar;FORTALEZA;April;LIVPR- 024/2025;Mateus Gomes;1;5800956.26
9121500218;CABO FOTOVOLTAICO VERMELHO: 6MM2 COOPER + ESTANHADO;Outros;CURITIBA;August;;;55634;200144.23
9121500218;CABO FOTOVOLTAICO VERMELHO: 6MM2 COOPER + ESTANHADO;Outros;MANAUS;August;;;1502;5677.56
9121500219;CABO FOTOVOLTAICO PRETO: 6MM2 COOPER + ESTANHADO;Outros;CURITIBA;August;;;55634;200144.23
9121500219;CABO FOTOVOLTAICO PRETO: 6MM2 COOPER + ESTANHADO;Outros;MANAUS;August;;;977;3693.06
9191271060;KIT TELHADO CERAMICO CCM-10 4 MODULOS STD.;Outros;CURITIBA;July;;;2584;0
9191271060;KIT TELHADO CERAMICO CCM-10 4 MODULOS STD.;Outros;MANAUS;August;;;218;40330
9121520033;CABO ALUMINIO XLPE 1 KV 150 MM2 PRETO;Outros;FORTALEZA;June;;;2280;48016.8
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;January;;;134;210066.09
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;February;;;166;260231.23
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;March;;;297;462210.27
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;April;;;550;862212.069156
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;June;;;109;155694.68
9120692014;BATERIA SELADA CHUMBO-ACIDO 220AH;Outros;FORTALEZA;August;;;120;188139.96915
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;January;;;40;1281391.2
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;February;;;17;544591.26
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;March;;;41;1313425.98
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;April;;;2;64069.56
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;May;;;77;2466678.06
9159610000;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;Outros;CURITIBA;July;;;4;0
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;January;;;22;5970.04
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;February;;;3;814.12
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;March;;;12;3192.33
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;April;;;58;15739.47228
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;June;;;27;6978.11
9191270826;CONTROLADOR DE CARGA 12VCC 10A.;Outros;FORTALEZA;August;;;33;8955.219
LHE12DRR12001;MEDIDOR INTELIGENTE (CONTADOR DE ELETRICIDADE) LHE12DR (LHE12DRR12001);Outros;CURITIBA;July;;;125;0
LHE34DRR11001;MEDIDOR DE ENERGIA  (CONTADOR DE ELETRICIDADE)  TRIFASICO PARA CORRENTE ALTERNADA, SMART METER DIGITAL MODELO  LHE34DR;Outros;CURITIBA;March;;;2;700.00745
LHE34DRR11001;MEDIDOR DE ENERGIA  (CONTADOR DE ELETRICIDADE)  TRIFASICO PARA CORRENTE ALTERNADA, SMART METER DIGITAL MODELO  LHE34DR;Outros;CURITIBA;July;;;67;0
LHE34DRR11001;MEDIDOR DE ENERGIA  (CONTADOR DE ELETRICIDADE)  TRIFASICO PARA CORRENTE ALTERNADA, SMART METER DIGITAL MODELO  LHE34DR;Outros;FORTALEZA;April;;;50;5773.27
LHE34DRR11001;MEDIDOR DE ENERGIA  (CONTADOR DE ELETRICIDADE)  TRIFASICO PARA CORRENTE ALTERNADA, SMART METER DIGITAL MODELO  LHE34DR;Outros;FORTALEZA;June;;;0;22.12
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);Outros;FORTALEZA;January;;;11;12481.04
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);Outros;FORTALEZA;February;;;27;30635.28
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);Outros;FORTALEZA;March;;;20;22692.8
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);Outros;FORTALEZA;June;;;42;47654.88
9120590570;TORRE METALICA PARA 2 MODULOS FV (SIGFI);Outros;FORTALEZA;August;;;9;10211.76
9192219772;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;Outros;FORTALEZA;January;;;11;201527.92
9192219772;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;Outros;FORTALEZA;February;;;27;494659.44
9192219772;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;Outros;FORTALEZA;March;;;20;366414.4
9192219772;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;Outros;FORTALEZA;June;;;42;769470.239999999
9192219772;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;Outros;FORTALEZA;August;;;9;164886.48
LHE34DRR12008;CONTADOR DE ELETRICIDADE INDIRETO TRIF. PARA INSTALACAO EM TRILHO MEDICAO COM TC DE 10A (LHE34DRR12008);Outros;CURITIBA;July;;;1;0
LHE34DRR12008;CONTADOR DE ELETRICIDADE INDIRETO TRIF. PARA INSTALACAO EM TRILHO MEDICAO COM TC DE 10A (LHE34DRR12008);Outros;FORTALEZA;July;;;90;0
9191271063;KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM;Outros;MANAUS;January;;;20;2240
9191271063;KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM;Outros;MANAUS;May;;;25;2320
